Country Name,Question Number,Question,Response,Response Total %
Chad,Q10A,Q10A Do you have confidence in non profit organisations?,No,34
Chad,Q10A,Q10A Do you have confidence in non profit organisations?,Don't know/refused,17
Chad,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Yes,60
Chad,Q10B,Q10B Do you have confidence in hospitals/health clinics?,No,30
Chad,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Don't know/refused,9
Chad,Q11A,Q11A How much do you trust people in your neighbourhood?,A lot,23
Chad,Q11A,Q11A How much do you trust people in your neighbourhood?,Some,35
Chad,Q11A,Q11A How much do you trust people in your neighbourhood?,Not much,22
Chad,Q11A,Q11A How much do you trust people in your neighbourhood?,Not at all,12
Chad,Q11A,Q11A How much do you trust people in your neighbourhood?,Don't know/refused,7
Chad,Q11B,Q11B How much do you trust this country's national government?,A lot,19
Chad,Q11B,Q11B How much do you trust this country's national government?,Some,26
Chad,Q11B,Q11B How much do you trust this country's national government?,Not much,25
Chad,Q11B,Q11B How much do you trust this country's national government?,Not at all,16
Chad,Q11B,Q11B How much do you trust this country's national government?,Don't know/refused,14
Chad,Q11C,Q11C How much do you trust scientists in this country?,A lot,18
Chad,Q11C,Q11C How much do you trust scientists in this country?,Some,25
Chad,Q11C,Q11C How much do you trust scientists in this country?,Not much,20
Chad,Q11C,Q11C How much do you trust scientists in this country?,Not at all,13
Chad,Q11C,Q11C How much do you trust scientists in this country?,Don't know/refused,24
Chad,Q11D,Q11D How much do you trust journalists in this country?,A lot,18
Chad,Q11D,Q11D How much do you trust journalists in this country?,Some,27
Chad,Q11D,Q11D How much do you trust journalists in this country?,Not much,22
Chad,Q11D,Q11D How much do you trust journalists in this country?,Not at all,14
Chad,Q11D,Q11D How much do you trust journalists in this country?,Don't know/refused,18
Chad,Q11E,Q11E How much do you trust doctors & nurses in this country?,A lot,20
Chad,Q11E,Q11E How much do you trust doctors & nurses in this country?,Some,32
Chad,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not much,22
Chad,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not at all,13
Chad,Q11E,Q11E How much do you trust doctors & nurses in this country?,Don't know/refused,13
Chad,Q11F,Q11F How much do you trust NGO workers in this country?,A lot,14
Chad,Q11F,Q11F How much do you trust NGO workers in this country?,Some,26
Chad,Q11F,Q11F How much do you trust NGO workers in this country?,Not much,22
Chad,Q11F,Q11F How much do you trust NGO workers in this country?,Not at all,16
Chad,Q11F,Q11F How much do you trust NGO workers in this country?,Don't know/refused,21
Chad,Q11G,Q11G How much do you trust traditional healers in this country?,A lot,12
Chad,Q11G,Q11G How much do you trust traditional healers in this country?,Some,27
Chad,Q11G,Q11G How much do you trust traditional healers in this country?,Not much,23
Chad,Q11G,Q11G How much do you trust traditional healers in this country?,Not at all,24
Chad,Q11G,Q11G How much do you trust traditional healers in this country?,Don't know/refused,13
Chad,Q12,Q12 How much do you trust science?,A lot,19
Chad,Q12,Q12 How much do you trust science?,Some,31
Chad,Q12,Q12 How much do you trust science?,Not much,23
Chad,Q12,Q12 How much do you trust science?,Not at all,13
Chad,Q12,Q12 How much do you trust science?,Don't know/refused,15
Chad,Q13,Q13 How much do you trust scientists to find out accurate information?,A lot,16
Chad,Q13,Q13 How much do you trust scientists to find out accurate information?,Some,27
Chad,Q13,Q13 How much do you trust scientists to find out accurate information?,Not much,19
Chad,Q13,Q13 How much do you trust scientists to find out accurate information?,Not at all,11
Chad,Q13,Q13 How much do you trust scientists to find out accurate information?,Don't know/refused,27
Chad,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,A lot,16
Chad,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Some,24
Chad,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not much,19
Chad,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not at all,12
Chad,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Don't know/refused,29
Chad,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,A lot,12
Chad,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Some,25
Chad,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not much,20
Chad,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not at all,11
Chad,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Don't know/refused,32
Chad,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,A lot,17
Chad,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Some,28
Chad,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not much,19
Chad,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not at all,12
Chad,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Don't know/refused,24
Chad,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,A lot,13
Chad,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Some,25
Chad,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not much,20
Chad,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not at all,12
Chad,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Don't know/refused,29
Chad,Q16,Q16 How much of the population does science benefit in this country?,A lot,35
Chad,Q16,Q16 How much of the population does science benefit in this country?,Some,14
Chad,Q16,Q16 How much of the population does science benefit in this country?,Not much,31
Chad,Q16,Q16 How much of the population does science benefit in this country?,Don't know/refused,19
Chad,Q17,Q17 Does the work that scientists do benefit people like you?,Yes,57
Chad,Q17,Q17 Does the work that scientists do benefit people like you?,No,29
Chad,Q17,Q17 Does the work that scientists do benefit people like you?,Don't know/refused,13
Chad,Q18,Q18 Do you think science & technology will improve life for the next generation?,Yes,63
Chad,Q18,Q18 Do you think science & technology will improve life for the next generation?,No,16
Chad,Q18,Q18 Do you think science & technology will improve life for the next generation?,Don't know/refused,22
Chad,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Yes,60
Chad,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,No,12
Chad,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Neutral,3
Chad,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Don't know/refused,24
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,Family/friends,7
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,Religious leader,16
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,Doctor/nurse,53
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,Famous person,3
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,Traditional healer,7
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,N/A,3
Chad,Q20,Q20 Which of the following people do you trust for medical/health advice?,Don't know/refused,11
Chad,Q21,Q21 How much do you trust medical & health advice from this country's government?,A lot,17
Chad,Q21,Q21 How much do you trust medical & health advice from this country's government?,Some,30
Chad,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not much,25
Chad,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not at all,10
Chad,Q21,Q21 How much do you trust medical & health advice from this country's government?,Don't know/refused,18
Chad,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,A lot,16
Chad,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Some,35
Chad,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not much,23
Chad,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not at all,9
Chad,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Don't know/refused,17
Chad,Q23,"Q23 Before today, had you ever heard of a vaccine?",Yes,70
Chad,Q23,"Q23 Before today, had you ever heard of a vaccine?",No,27
Chad,Q23,"Q23 Before today, had you ever heard of a vaccine?",Don't know/refused,4
Chad,Q24,Q24 How much do you agree that vaccines are important for children to have?,A lot,68
Chad,Q24,Q24 How much do you agree that vaccines are important for children to have?,Some,25
Chad,Q24,Q24 How much do you agree that vaccines are important for children to have?,Neutral,1
Chad,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not much,3
Chad,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not at all,1
Chad,Q24,Q24 How much do you agree that vaccines are important for children to have?,Don't know/refused,1
Chad,Q25,Q25 How much do you agree that vaccines are safe?,A lot,57
Chad,Q25,Q25 How much do you agree that vaccines are safe?,Some,24
Chad,Q25,Q25 How much do you agree that vaccines are safe?,Neutral,3
Chad,Q25,Q25 How much do you agree that vaccines are safe?,not much,5
Chad,Q25,Q25 How much do you agree that vaccines are safe?,Not at all,5
Chad,Q25,Q25 How much do you agree that vaccines are safe?,Don't know/refused,5
Chad,Q26,Q26 How much do you agree that vaccines are effective?,A lot,59
Chad,Q26,Q26 How much do you agree that vaccines are effective?,Some,26
Chad,Q26,Q26 How much do you agree that vaccines are effective?,Neutral,3
Chad,Q26,Q26 How much do you agree that vaccines are effective?,Not much,5
Chad,Q26,Q26 How much do you agree that vaccines are effective?,Not at all,2
Chad,Q26,Q26 How much do you agree that vaccines are effective?,Don't know/refused,5
Chad,Q28,"Q28 If you have children, have your children received a vaccine?",Yes,89
Chad,Q28,"Q28 If you have children, have your children received a vaccine?",No,10
Chad,Q28,"Q28 If you have children, have your children received a vaccine?",Don't know/refused,1
Chad,D1,D1 Do you have a religion,Yes,94
Chad,D1,D1 Do you have a religion,No,1
Chad,D1,D1 Do you have a religion,Don't know/refused,5
Chad,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Yes,37
Chad,Q29,Q29 Has science ever disagreed with the teachings of your religion?,No,43
Chad,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Don't know/refused,19
Chad,Q30,"Q30 When science disagrees with your religion, do you believe science?",Yes,23
Chad,Q30,"Q30 When science disagrees with your religion, do you believe science?",No,70
Chad,Q30,"Q30 When science disagrees with your religion, do you believe science?",It depends,3
Chad,Q30,"Q30 When science disagrees with your religion, do you believe science?",Don't know/refused,5
Chile,Q1,Q1 How much do you know about science?,A lot,4
Chile,Q1,Q1 How much do you know about science?,Some,41
Chile,Q1,Q1 How much do you know about science?,Not much,32
Chile,Q1,Q1 How much do you know about science?,Not at all,22
Chile,Q1,Q1 How much do you know about science?,Don't know/refused,0
Chile,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,A lot,40
Chile,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Some,38
Chile,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not much,13
Chile,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not at all,9
Chile,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Don't know/refused,0
Chile,Q3,Q3 Do you think studying disease is a part of science?,Yes,91
Chile,Q3,Q3 Do you think studying disease is a part of science?,No,6
Chile,Q3,Q3 Do you think studying disease is a part of science?,Don't know/refused,2
Chile,Q5A,Q5A Did you learn about science at primary school?,Yes,76
Chile,Q5A,Q5A Did you learn about science at primary school?,No,22
Chile,Q5A,Q5A Did you learn about science at primary school?,N/A,1
Chile,Q5A,Q5A Did you learn about science at primary school?,Don't know/refused,1
Chile,Q5B,Q5B Did you learn about science at secondary school?,Yes,71
Chile,Q5B,Q5B Did you learn about science at secondary school?,No,16
Chile,Q5B,Q5B Did you learn about science at secondary school?,N/A,12
Chile,Q5B,Q5B Did you learn about science at secondary school?,Don't know/refused,1
Chile,Q5C,Q5C Did you learn about science at college/university?,Yes,28
Chile,Q5C,Q5C Did you learn about science at college/university?,No,29
Chile,Q5C,Q5C Did you learn about science at college/university?,N/A,43
Chile,Q5C,Q5C Did you learn about science at college/university?,Don't know/refused,0
Chile,Q6,Q6  Have you tried to get science information in the past 30 days?,Yes,37
Chile,Q6,Q6  Have you tried to get science information in the past 30 days?,No,63
Chile,Q6,Q6  Have you tried to get science information in the past 30 days?,Don't know/refused,0
Chile,Q7,Q7  Have you tried to get health information in the past 30 days?,Yes,56
Chile,Q7,Q7  Have you tried to get health information in the past 30 days?,No,44
Chile,Q7,Q7  Have you tried to get health information in the past 30 days?,Don't know/refused,0
Chile,Q8,Q8  Would you like to know more about science?,Yes,72
Chile,Q8,Q8  Would you like to know more about science?,No,27
Chile,Q8,Q8  Would you like to know more about science?,Don't know/refused,1
Chile,Q9,Q8  Would you like to know more about medicine/disease/health?,Yes,84
Chile,Q9,Q8  Would you like to know more about medicine/disease/health?,No,16
Chile,Q9,Q8  Would you like to know more about medicine/disease/health?,Don't know/refused,0
Chile,Q10A,Q10A Do you have confidence in non profit organisations?,Yes,49
Chile,Q10A,Q10A Do you have confidence in non profit organisations?,No,35
Chile,Q10A,Q10A Do you have confidence in non profit organisations?,Don't know/refused,16
Chile,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Yes,64
Chile,Q10B,Q10B Do you have confidence in hospitals/health clinics?,No,34
Chile,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Don't know/refused,2
Chile,Q11A,Q11A How much do you trust people in your neighbourhood?,A lot,24
Chile,Q11A,Q11A How much do you trust people in your neighbourhood?,Some,42
Chile,Q11A,Q11A How much do you trust people in your neighbourhood?,Not much,18
Chile,Q11A,Q11A How much do you trust people in your neighbourhood?,Not at all,15
Chile,Q11A,Q11A How much do you trust people in your neighbourhood?,Don't know/refused,1
Chile,Q11B,Q11B How much do you trust this country's national government?,A lot,12
Chile,Q11B,Q11B How much do you trust this country's national government?,Some,31
Chile,Q11B,Q11B How much do you trust this country's national government?,Not much,24
Chile,Q11B,Q11B How much do you trust this country's national government?,Not at all,31
Chile,Q11B,Q11B How much do you trust this country's national government?,Don't know/refused,1
Chile,Q11C,Q11C How much do you trust scientists in this country?,A lot,29
Chile,Q11C,Q11C How much do you trust scientists in this country?,Some,37
Chile,Q11C,Q11C How much do you trust scientists in this country?,Not much,17
Chile,Q11C,Q11C How much do you trust scientists in this country?,Not at all,12
Chile,Q11C,Q11C How much do you trust scientists in this country?,Don't know/refused,6
Chile,Q11D,Q11D How much do you trust journalists in this country?,A lot,9
Chile,Q11D,Q11D How much do you trust journalists in this country?,Some,37
Chile,Q11D,Q11D How much do you trust journalists in this country?,Not much,26
Chile,Q11D,Q11D How much do you trust journalists in this country?,Not at all,27
Chile,Q11D,Q11D How much do you trust journalists in this country?,Don't know/refused,1
Chile,Q11E,Q11E How much do you trust doctors & nurses in this country?,A lot,32
Chile,Q11E,Q11E How much do you trust doctors & nurses in this country?,Some,43
Chile,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not much,17
Chile,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not at all,6
Chile,Q11E,Q11E How much do you trust doctors & nurses in this country?,Don't know/refused,1
Chile,Q11F,Q11F How much do you trust NGO workers in this country?,A lot,19
Chile,Q11F,Q11F How much do you trust NGO workers in this country?,Some,40
Chile,Q11F,Q11F How much do you trust NGO workers in this country?,Not much,18
Chile,Q11F,Q11F How much do you trust NGO workers in this country?,Not at all,14
Chile,Q11F,Q11F How much do you trust NGO workers in this country?,Don't know/refused,10
Chile,Q11G,Q11G How much do you trust traditional healers in this country?,A lot,4
Chile,Q11G,Q11G How much do you trust traditional healers in this country?,Some,13
Chile,Q11G,Q11G How much do you trust traditional healers in this country?,Not much,14
Chile,Q11G,Q11G How much do you trust traditional healers in this country?,Not at all,68
Chile,Q11G,Q11G How much do you trust traditional healers in this country?,Don't know/refused,2
Chile,Q12,Q12 How much do you trust science?,A lot,35
Chile,Q12,Q12 How much do you trust science?,Some,40
Chile,Q12,Q12 How much do you trust science?,Not much,11
Chile,Q12,Q12 How much do you trust science?,Not at all,9
Chile,Q12,Q12 How much do you trust science?,Don't know/refused,5
Chile,Q13,Q13 How much do you trust scientists to find out accurate information?,A lot,35
Chile,Q13,Q13 How much do you trust scientists to find out accurate information?,Some,41
Chile,Q13,Q13 How much do you trust scientists to find out accurate information?,Not much,13
Chile,Q13,Q13 How much do you trust scientists to find out accurate information?,Not at all,7
Chile,Q13,Q13 How much do you trust scientists to find out accurate information?,Don't know/refused,5
Chile,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,A lot,20
Chile,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Some,46
Chile,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not much,17
Chile,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not at all,11
Chile,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Don't know/refused,6
Chile,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,A lot,18
Chile,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Some,45
Chile,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not much,16
Chile,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not at all,11
Chile,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Don't know/refused,10
Chile,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,A lot,14
Chile,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Some,43
Chile,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not much,21
Chile,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not at all,16
Chile,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Don't know/refused,6
Chile,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,A lot,13
Chile,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Some,43
Chile,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not much,22
Chile,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not at all,13
Chile,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Don't know/refused,8
Chile,Q16,Q16 How much of the population does science benefit in this country?,A lot,19
Chile,Q16,Q16 How much of the population does science benefit in this country?,Some,43
Chile,Q16,Q16 How much of the population does science benefit in this country?,Not much,34
Chile,Q16,Q16 How much of the population does science benefit in this country?,Don't know/refused,4
Chile,Q17,Q17 Does the work that scientists do benefit people like you?,Yes,48
Chile,Q17,Q17 Does the work that scientists do benefit people like you?,No,45
Chile,Q17,Q17 Does the work that scientists do benefit people like you?,Don't know/refused,7
Chile,Q18,Q18 Do you think science & technology will improve life for the next generation?,Yes,72
Chile,Q18,Q18 Do you think science & technology will improve life for the next generation?,No,22
Chile,Q18,Q18 Do you think science & technology will improve life for the next generation?,Don't know/refused,6
Chile,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Yes,44
Chile,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,No,40
Chile,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Neutral,7
Chile,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Don't know/refused,8
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,Family/friends,16
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,Religious leader,4
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,Doctor/nurse,73
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,Famous person,0
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,Traditional healer,2
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,N/A,5
Chile,Q20,Q20 Which of the following people do you trust for medical/health advice?,Don't know/refused,1
Chile,Q21,Q21 How much do you trust medical & health advice from this country's government?,A lot,24
Chile,Q21,Q21 How much do you trust medical & health advice from this country's government?,Some,48
Chile,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not much,18
Chile,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not at all,8
Chile,Q21,Q21 How much do you trust medical & health advice from this country's government?,Don't know/refused,3
Chile,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,A lot,34
Chile,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Some,44
Chile,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not much,16
Chile,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not at all,4
Chile,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Don't know/refused,2
Chile,Q23,"Q23 Before today, had you ever heard of a vaccine?",Yes,91
Chile,Q23,"Q23 Before today, had you ever heard of a vaccine?",No,9
Chile,Q23,"Q23 Before today, had you ever heard of a vaccine?",Don't know/refused,0
Chile,Q24,Q24 How much do you agree that vaccines are important for children to have?,A lot,79
Chile,Q24,Q24 How much do you agree that vaccines are important for children to have?,Some,10
Chile,Q24,Q24 How much do you agree that vaccines are important for children to have?,Neutral,7
Chile,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not much,2
Chile,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not at all,2
Chile,Q24,Q24 How much do you agree that vaccines are important for children to have?,Don't know/refused,1
Chile,Q25,Q25 How much do you agree that vaccines are safe?,A lot,61
Chile,Q25,Q25 How much do you agree that vaccines are safe?,Some,13
Chile,Q25,Q25 How much do you agree that vaccines are safe?,Neutral,12
Chile,Q25,Q25 How much do you agree that vaccines are safe?,not much,7
Chile,Q25,Q25 How much do you agree that vaccines are safe?,Not at all,4
Chile,Q25,Q25 How much do you agree that vaccines are safe?,Don't know/refused,2
Chile,Q26,Q26 How much do you agree that vaccines are effective?,A lot,63
Chile,Q26,Q26 How much do you agree that vaccines are effective?,Some,15
Chile,Q26,Q26 How much do you agree that vaccines are effective?,Neutral,14
Chile,Q26,Q26 How much do you agree that vaccines are effective?,Not much,4
Chile,Q26,Q26 How much do you agree that vaccines are effective?,Not at all,2
Chile,Q26,Q26 How much do you agree that vaccines are effective?,Don't know/refused,1
Chile,Q28,"Q28 If you have children, have your children received a vaccine?",Yes,97
Chile,Q28,"Q28 If you have children, have your children received a vaccine?",No,3
Chile,Q28,"Q28 If you have children, have your children received a vaccine?",Don't know/refused,0
Chile,D1,D1 Do you have a religion,Yes,83
Chile,D1,D1 Do you have a religion,No,7
Chile,D1,D1 Do you have a religion,Don't know/refused,11
Chile,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Yes,50
Chile,Q29,Q29 Has science ever disagreed with the teachings of your religion?,No,38
Chile,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Don't know/refused,11
Chile,Q30,"Q30 When science disagrees with your religion, do you believe science?",Yes,36
Chile,Q30,"Q30 When science disagrees with your religion, do you believe science?",No,53
Chile,Q30,"Q30 When science disagrees with your religion, do you believe science?",It depends,9
Chile,Q30,"Q30 When science disagrees with your religion, do you believe science?",Don't know/refused,2
China,Q1,Q1 How much do you know about science?,A lot,2
China,Q1,Q1 How much do you know about science?,Some,21
China,Q1,Q1 How much do you know about science?,Not much,56
China,Q1,Q1 How much do you know about science?,Not at all,14
China,Q1,Q1 How much do you know about science?,Don't know/refused,7
China,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,A lot,2
China,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Some,23
China,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not much,49
China,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not at all,18
China,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Don't know/refused,8
China,Q3,Q3 Do you think studying disease is a part of science?,Yes,82
China,Q3,Q3 Do you think studying disease is a part of science?,No,6
China,Q3,Q3 Do you think studying disease is a part of science?,Don't know/refused,12
China,Q5A,Q5A Did you learn about science at primary school?,Yes,68
China,Q5A,Q5A Did you learn about science at primary school?,No,24
China,Q5A,Q5A Did you learn about science at primary school?,N/A,5
China,Q5A,Q5A Did you learn about science at primary school?,Don't know/refused,3
China,Q5B,Q5B Did you learn about science at secondary school?,Yes,65
China,Q5B,Q5B Did you learn about science at secondary school?,No,16
China,Q5B,Q5B Did you learn about science at secondary school?,N/A,18
China,Q5B,Q5B Did you learn about science at secondary school?,Don't know/refused,2
China,Q5C,Q5C Did you learn about science at college/university?,Yes,24
China,Q5C,Q5C Did you learn about science at college/university?,No,27
China,Q5C,Q5C Did you learn about science at college/university?,N/A,48
China,Q5C,Q5C Did you learn about science at college/university?,Don't know/refused,1
China,Q6,Q6  Have you tried to get science information in the past 30 days?,Yes,30
China,Q6,Q6  Have you tried to get science information in the past 30 days?,No,64
China,Q6,Q6  Have you tried to get science information in the past 30 days?,Don't know/refused,6
China,Q7,Q7  Have you tried to get health information in the past 30 days?,Yes,41
China,Q7,Q7  Have you tried to get health information in the past 30 days?,No,55
China,Q7,Q7  Have you tried to get health information in the past 30 days?,Don't know/refused,4
China,Q8,Q8  Would you like to know more about science?,Yes,72
China,Q8,Q8  Would you like to know more about science?,No,21
China,Q8,Q8  Would you like to know more about science?,Don't know/refused,7
China,Q9,Q8  Would you like to know more about medicine/disease/health?,Yes,79
China,Q9,Q8  Would you like to know more about medicine/disease/health?,No,16
China,Q9,Q8  Would you like to know more about medicine/disease/health?,Don't know/refused,5
China,Q10A,Q10A Do you have confidence in non profit organisations?,Yes,62
China,Q10A,Q10A Do you have confidence in non profit organisations?,No,22
China,Q10A,Q10A Do you have confidence in non profit organisations?,Don't know/refused,16
China,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Yes,75
China,Q10B,Q10B Do you have confidence in hospitals/health clinics?,No,17
China,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Don't know/refused,9
China,Q11A,Q11A How much do you trust people in your neighbourhood?,A lot,37
China,Q11A,Q11A How much do you trust people in your neighbourhood?,Some,50
China,Q11A,Q11A How much do you trust people in your neighbourhood?,Not much,8
China,Q11A,Q11A How much do you trust people in your neighbourhood?,Not at all,1
China,Q11A,Q11A How much do you trust people in your neighbourhood?,Don't know/refused,5
China,Q11C,Q11C How much do you trust scientists in this country?,A lot,36
China,Q11C,Q11C How much do you trust scientists in this country?,Some,41
China,Q11C,Q11C How much do you trust scientists in this country?,Not much,6
China,Q11C,Q11C How much do you trust scientists in this country?,Not at all,1
China,Q11C,Q11C How much do you trust scientists in this country?,Don't know/refused,16
China,Q11D,Q11D How much do you trust journalists in this country?,A lot,18
China,Q11D,Q11D How much do you trust journalists in this country?,Some,40
China,Q11D,Q11D How much do you trust journalists in this country?,Not much,19
China,Q11D,Q11D How much do you trust journalists in this country?,Not at all,3
China,Q11D,Q11D How much do you trust journalists in this country?,Don't know/refused,20
China,Q11E,Q11E How much do you trust doctors & nurses in this country?,A lot,25
China,Q11E,Q11E How much do you trust doctors & nurses in this country?,Some,53
China,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not much,13
China,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not at all,2
China,Q11E,Q11E How much do you trust doctors & nurses in this country?,Don't know/refused,7
China,Q11F,Q11F How much do you trust NGO workers in this country?,A lot,18
China,Q11F,Q11F How much do you trust NGO workers in this country?,Some,40
China,Q11F,Q11F How much do you trust NGO workers in this country?,Not much,18
China,Q11F,Q11F How much do you trust NGO workers in this country?,Not at all,3
China,Q11F,Q11F How much do you trust NGO workers in this country?,Don't know/refused,21
China,Q11G,Q11G How much do you trust traditional healers in this country?,A lot,22
China,Q11G,Q11G How much do you trust traditional healers in this country?,Some,49
China,Q11G,Q11G How much do you trust traditional healers in this country?,Not much,14
China,Q11G,Q11G How much do you trust traditional healers in this country?,Not at all,2
China,Q11G,Q11G How much do you trust traditional healers in this country?,Don't know/refused,14
China,Q12,Q12 How much do you trust science?,A lot,33
China,Q12,Q12 How much do you trust science?,Some,49
China,Q12,Q12 How much do you trust science?,Not much,7
China,Q12,Q12 How much do you trust science?,Not at all,1
China,Q12,Q12 How much do you trust science?,Don't know/refused,11
China,Q13,Q13 How much do you trust scientists to find out accurate information?,A lot,23
